Instance,GJ_Mean,Lookahead_Mean,Improvement(%)
Random/p500-5-5,12905.1,13897.95,7.693470023479092
Random/p500-5-6,12662.15,13866.55,9.51181276481482
Random/p500-5-7,12705.6,13801.6,8.626117617428536
Random/p500-5-8,12865.8,14053.25,9.229507687046285
Random/p500-5-9,12843.2,13960.65,8.700713217889614
Random/rand100-100,20551.75,21185.0,3.0812461225929666
Random/rand100-5,1143.0,1210.35,5.892388451443561
Random/rand200-100,59683.15,62538.8,4.7846837842841765
Random/rand200-5,3178.6,3535.95,11.242370855093435
Random/rand300-100,124354.05,132684.05,6.698615766836694
Random/rand300-5,5999.2,6605.9,10.113015068675821
Random/rand400-100,169892.3,185329.0,9.0861681194498
Random/rand400-5,9294.0,10001.75,7.615128039595438
Random/rand500-100,236201.25,255800.25,8.297585215996952
Random/rand500-5,13263.95,14228.9,7.2749821885637305
Random/regnier300-50,26354.6,27282.5,3.5208274836271523
Random/sym300-50,14450.5,14915.9,3.220649804505032
Random/unif700-100-1,402663.6,435744.8,8.215592370405474
Random/unif700-100-2,398088.55,441413.6,10.883269564020365
Random/unif700-100-3,400076.45,408134.75,2.014190037928998
Random/unif700-100-4,387528.7,421961.75,8.88529030236986
Random/unif700-100-5,392251.6,428283.15,9.185826138121564
Random/unif800-100-1,493844.1,526994.55,6.71273586137813
Random/unif800-100-2,477167.35,518467.55,8.655286242866369
Random/unif800-100-3,486004.7,524385.15,7.897135562680775
Random/unif800-100-4,485188.4,526531.15,8.520968349614295
Random/unif800-100-5,484171.9,510365.25,5.409927754997755
Random/zahn300,1948.15,2160.9,10.920616995611221
